,birthState,debutDecade,count,count_decade,pct
0,Suffolk,1870,1,37,0.02702702702702703
1,Worcestershire,1870,1,37,0.02702702702702703
2,LA,1870,3,37,0.08108108108108109
3,NH,1870,1,37,0.02702702702702703
4,La Habana,1870,1,37,0.02702702702702703
5,Antrim,1870,1,37,0.02702702702702703
6,WI,1870,1,37,0.02702702702702703
7,London,1870,2,37,0.05405405405405406
8,MA,1870,26,37,0.7027027027027027
9,MD,1870,31,37,0.8378378378378378
10,OH,1870,14,37,0.3783783783783784
11,ME,1870,6,37,0.16216216216216217
12,CA,1870,1,37,0.02702702702702703
13,MI,1870,2,37,0.05405405405405406
14,PA,1870,70,37,1.8918918918918919
15,RI,1870,5,37,0.13513513513513514
16,MO,1870,17,37,0.4594594594594595
17,NC,1870,1,37,0.02702702702702703
18,CT,1870,18,37,0.4864864864864865
19,KY,1870,6,37,0.16216216216216217
20,NB,1870,1,37,0.02702702702702703
21,NJ,1870,16,37,0.43243243243243246
22,GA,1870,1,37,0.02702702702702703
23,North Yorkshire,1870,1,37,0.02702702702702703
24,Tyrone,1870,1,37,0.02702702702702703
25,VA,1870,3,37,0.08108108108108109
26,Glasgow,1870,1,37,0.02702702702702703
27,OK,1870,1,37,0.02702702702702703
28,Norfolk,1870,1,37,0.02702702702702703
29,DC,1870,10,37,0.2702702702702703
30,ON,1870,2,37,0.05405405405405406
31,IA,1870,2,37,0.05405405405405406
32,IL,1870,15,37,0.40540540540540543
33,NY,1870,125,37,3.3783783783783785
34,DE,1870,2,37,0.05405405405405406
35,IN,1870,3,37,0.08108108108108109
36,WV,1870,2,37,0.05405405405405406
37,Westmeath,1880,1,47,0.02127659574468085
38,New South Wales,1880,1,47,0.02127659574468085
39,NY,1880,119,47,2.5319148936170213
40,NH,1880,6,47,0.1276595744680851
41,CA,1880,21,47,0.44680851063829785
42,NS,1880,3,47,0.06382978723404255
43,NJ,1880,18,47,0.3829787234042553
44,NB,1880,2,47,0.0425531914893617
45,Merseyside,1880,1,47,0.02127659574468085
46,MD,1880,25,47,0.5319148936170213
47,CT,1880,23,47,0.48936170212765956
48,GA,1880,1,47,0.02127659574468085
49,Glasgow,1880,1,47,0.02127659574468085
50,Denbighshire,1880,1,47,0.02127659574468085
51,WV,1880,4,47,0.0851063829787234
52,IA,1880,9,47,0.19148936170212766
53,IL,1880,59,47,1.2553191489361701
54,DE,1880,6,47,0.1276595744680851
55,IN,1880,16,47,0.3404255319148936
56,KS,1880,1,47,0.02127659574468085
57,DC,1880,18,47,0.3829787234042553
58,KY,1880,35,47,0.7446808510638298
59,LA,1880,10,47,0.2127659574468085
60,Clare,1880,1,47,0.02127659574468085
61,WI,1880,17,47,0.3617021276595745
62,MA,1880,94,47,2.0
63,ME,1880,8,47,0.1702127659574468
64,MI,1880,12,47,0.2553191489361702
65,MN,1880,7,47,0.14893617021276595
66,MO,1880,40,47,0.851063829787234
67,MS,1880,1,47,0.02127659574468085
68,OH,1880,81,47,1.7234042553191489
69,Dublin,1880,2,47,0.0425531914893617
70,QC,1880,2,47,0.0425531914893617
71,TX,1880,1,47,0.02127659574468085
72,PA,1880,168,47,3.574468085106383
73,Oxfordshire,1880,1,47,0.02127659574468085
74,Tyrone,1880,1,47,0.02127659574468085
75,AL,1880,1,47,0.02127659574468085
76,Stirling,1880,1,47,0.02127659574468085
77,ON,1880,28,47,0.5957446808510638
78,VT,1880,7,47,0.14893617021276595
79,PE,1880,2,47,0.0425531914893617
80,VA,1880,11,47,0.23404255319148937
81,Antrim,1880,1,47,0.02127659574468085
82,RI,1880,14,47,0.2978723404255319
83,TN,1880,4,47,0.0851063829787234
84,MS,1890,1,46,0.021739130434782608
85,KY,1890,27,46,0.5869565217391305
86,DC,1890,10,46,0.21739130434782608
87,CO,1890,2,46,0.043478260869565216
88,Dublin,1890,2,46,0.043478260869565216
89,KS,1890,4,46,0.08695652173913043
90,NB,1890,2,46,0.043478260869565216
91,TN,1890,10,46,0.21739130434782608
92,Kildare,1890,1,46,0.021739130434782608
93,AB,1890,1,46,0.021739130434782608
94,Powys,1890,1,46,0.021739130434782608
95,VT,1890,3,46,0.06521739130434782
96,MD,1890,27,46,0.5869565217391305
97,OH,1890,97,46,2.108695652173913
98,WI,1890,12,46,0.2608695652173913
99,SC,1890,3,46,0.06521739130434782
100,ME,1890,6,46,0.13043478260869565
101,West Midlands,1890,1,46,0.021739130434782608
102,RI,1890,7,46,0.15217391304347827
103,MI,1890,13,46,0.2826086956521739
104,MN,1890,4,46,0.08695652173913043
105,LA,1890,2,46,0.043478260869565216
106,AR,1890,1,46,0.021739130434782608
107,QC,1890,1,46,0.021739130434782608
108,CT,1890,17,46,0.3695652173913043
109,IN,1890,22,46,0.4782608695652174
110,MO,1890,44,46,0.9565217391304348
111,PA,1890,142,46,3.0869565217391304
112,MA,1890,78,46,1.6956521739130435
113,NJ,1890,25,46,0.5434782608695652
114,NY,1890,85,46,1.8478260869565217
115,NH,1890,6,46,0.13043478260869565
116,NS,1890,2,46,0.043478260869565216
117,AL,1890,3,46,0.06521739130434782
118,OR,1890,2,46,0.043478260869565216
119,GA,1890,5,46,0.10869565217391304
120,IL,1890,58,46,1.2608695652173914
121,ON,1890,10,46,0.21739130434782608
122,NE,1890,3,46,0.06521739130434782
123,NC,1890,1,46,0.021739130434782608
124,DE,1890,3,46,0.06521739130434782
125,TX,1890,3,46,0.06521739130434782
126,VA,1890,10,46,0.21739130434782608
127,CA,1890,15,46,0.32608695652173914
128,WV,1890,9,46,0.1956521739130435
129,IA,1890,6,46,0.13043478260869565
130,AR,1900,4,64,0.0625
131,Galway,1900,1,64,0.015625
132,Glasgow,1900,1,64,0.015625
133,GA,1900,6,64,0.09375
134,WI,1900,33,64,0.515625
135,UT,1900,1,64,0.015625
136,FL,1900,1,64,0.015625
137,WY,1900,1,64,0.015625
138,Dublin,1900,1,64,0.015625
139,VT,1900,8,64,0.125
140,La Habana,1900,1,64,0.015625
141,Herefordshire,1900,1,64,0.015625
142,IL,1900,79,64,1.234375
143,WV,1900,10,64,0.15625
144,SD,1900,1,64,0.015625
145,TN,1900,14,64,0.21875
146,KS,1900,17,64,0.265625
147,DC,1900,9,64,0.140625
148,DE,1900,6,64,0.09375
149,AL,1900,5,64,0.078125
150,LA,1900,4,64,0.0625
151,Swansea,1900,1,64,0.015625
152,KY,1900,15,64,0.234375
153,IA,1900,30,64,0.46875
154,Kerry,1900,1,64,0.015625
155,TX,1900,20,64,0.3125
156,VA,1900,10,64,0.15625
157,Staffordshire,1900,1,64,0.015625
158,ID,1900,2,64,0.03125
159,IN,1900,43,64,0.671875
160,OH,1900,136,64,2.125
161,MD,1900,25,64,0.390625
162,MS,1900,3,64,0.046875
163,Wiltshire,1900,1,64,0.015625
164,ON,1900,15,64,0.234375
165,Manchester,1900,1,64,0.015625
166,WA,1900,2,64,0.03125
167,CO,1900,3,64,0.046875
168,Merseyside,1900,1,64,0.015625
169,NJ,1900,22,64,0.34375
170,PA,1900,165,64,2.578125
171,NB,1900,3,64,0.046875
172,MA,1900,60,64,0.9375
173,NH,1900,5,64,0.078125
174,NC,1900,10,64,0.15625
175,CA,1900,32,64,0.5
176,Antioquia,1900,1,64,0.015625
177,OR,1900,3,64,0.046875
178,NE,1900,10,64,0.15625
179,NS,1900,2,64,0.03125
180,MO,1900,45,64,0.703125
181,Belfast,1900,1,64,0.015625
182,RI,1900,6,64,0.09375
183,QC,1900,1,64,0.015625
184,BC,1900,1,64,0.015625
185,MN,1900,17,64,0.265625
186,MB,1900,1,64,0.015625
187,MI,1900,34,64,0.53125
188,CT,1900,11,64,0.171875
189,Northumberland,1900,1,64,0.015625
190,SC,1900,7,64,0.109375
191,Yorkshire,1900,2,64,0.03125
192,NY,1900,93,64,1.453125
193,ME,1900,18,64,0.28125
194,FL,1910,4,60,0.06666666666666667
195,Tipperary,1910,1,60,0.016666666666666666
196,IA,1910,26,60,0.43333333333333335
197,OR,1910,13,60,0.21666666666666667
198,OH,1910,142,60,2.3666666666666667
199,OK,1910,12,60,0.2
200,ON,1910,5,60,0.08333333333333333
201,TX,1910,68,60,1.1333333333333333
202,NY,1910,98,60,1.6333333333333333
203,NJ,1910,35,60,0.5833333333333334
204,NM,1910,2,60,0.03333333333333333
205,GA,1910,32,60,0.5333333333333333
206,NV,1910,1,60,0.016666666666666666
207,WV,1910,20,60,0.3333333333333333
208,NS,1910,1,60,0.016666666666666666
209,NH,1910,7,60,0.11666666666666667
210,HI,1910,1,60,0.016666666666666666
211,MA,1910,80,60,1.3333333333333333
212,NE,1910,21,60,0.35
213,SD,1910,5,60,0.08333333333333333
214,London,1910,1,60,0.016666666666666666
215,VT,1910,6,60,0.1
216,SC,1910,8,60,0.13333333333333333
217,MD,1910,37,60,0.6166666666666667
218,RI,1910,6,60,0.1
219,La Habana,1910,9,60,0.15
220,ME,1910,8,60,0.13333333333333333
221,WI,1910,27,60,0.45
222,LA,1910,11,60,0.18333333333333332
223,MN,1910,20,60,0.3333333333333333
224,MO,1910,74,60,1.2333333333333334
225,KY,1910,27,60,0.45
226,MS,1910,10,60,0.16666666666666666
227,MT,1910,2,60,0.03333333333333333
228,WA,1910,13,60,0.21666666666666667
229,Matanzas,1910,1,60,0.016666666666666666
230,KS,1910,38,60,0.6333333333333333
231,PA,1910,167,60,2.783333333333333
232,IN,1910,69,60,1.15
233,NB,1910,2,60,0.03333333333333333
234,TN,1910,36,60,0.6
235,IL,1910,152,60,2.533333333333333
236,NC,1910,29,60,0.48333333333333334
237,ND,1910,1,60,0.016666666666666666
238,ID,1910,2,60,0.03333333333333333
239,VA,1910,14,60,0.23333333333333334
240,MI,1910,45,60,0.75
241,CA,1910,57,60,0.95
242,DE,1910,3,60,0.05
243,Canarias,1910,1,60,0.016666666666666666
244,AR,1910,14,60,0.23333333333333334
245,Atlantic Ocean,1910,1,60,0.016666666666666666
246,DC,1910,9,60,0.15
247,AL,1910,18,60,0.3
248,AZ,1910,1,60,0.016666666666666666
249,West Yorkshire,1910,1,60,0.016666666666666666
250,Central Bohemia,1910,1,60,0.016666666666666666
251,Aberdeen,1910,1,60,0.016666666666666666
252,CT,1910,22,60,0.36666666666666664
253,CO,1910,10,60,0.16666666666666666
254,MT,1920,1,55,0.01818181818181818
255,AK,1920,1,55,0.01818181818181818
256,LA,1920,17,55,0.3090909090909091
257,WA,1920,7,55,0.12727272727272726
258,NB,1920,2,55,0.03636363636363636
259,CA,1920,69,55,1.2545454545454546
260,NC,1920,44,55,0.8
261,GA,1920,27,55,0.4909090909090909
262,CO,1920,6,55,0.10909090909090909
263,WI,1920,14,55,0.2545454545454545
264,Cienfuegos,1920,1,55,0.01818181818181818
265,MS,1920,18,55,0.32727272727272727
266,Greater Manchester,1920,1,55,0.01818181818181818
267,AL,1920,36,55,0.6545454545454545
268,MO,1920,61,55,1.1090909090909091
269,La Habana,1920,3,55,0.05454545454545454
270,CT,1920,14,55,0.2545454545454545
271,HI,1920,1,55,0.01818181818181818
272,MN,1920,11,55,0.2
273,TN,1920,42,55,0.7636363636363637
274,MI,1920,30,55,0.5454545454545454
275,ME,1920,4,55,0.07272727272727272
276,WV,1920,11,55,0.2
277,MA,1920,68,55,1.2363636363636363
278,MD,1920,27,55,0.4909090909090909
279,DE,1920,3,55,0.05454545454545454
280,IA,1920,23,55,0.41818181818181815
281,NE,1920,11,55,0.2
282,OR,1920,5,55,0.09090909090909091
283,SD,1920,1,55,0.01818181818181818
284,IL,1920,78,55,1.4181818181818182
285,SC,1920,18,55,0.32727272727272727
286,RI,1920,8,55,0.14545454545454545
287,AZ,1920,2,55,0.03636363636363636
288,IN,1920,22,55,0.4
289,VT,1920,4,55,0.07272727272727272
290,ID,1920,1,55,0.01818181818181818
291,QC,1920,1,55,0.01818181818181818
292,PA,1920,107,55,1.9454545454545455
293,AR,1920,18,55,0.32727272727272727
294,TX,1920,90,55,1.6363636363636365
295,MB,1920,1,55,0.01818181818181818
296,ON,1920,1,55,0.01818181818181818
297,VA,1920,25,55,0.45454545454545453
298,DC,1920,7,55,0.12727272727272726
299,NH,1920,2,55,0.03636363636363636
300,KY,1920,23,55,0.41818181818181815
301,NJ,1920,31,55,0.5636363636363636
302,NM,1920,1,55,0.01818181818181818
303,UT,1920,5,55,0.09090909090909091
304,FL,1920,10,55,0.18181818181818182
305,NY,1920,76,55,1.3818181818181818
306,OH,1920,59,55,1.0727272727272728
307,OK,1920,24,55,0.43636363636363634
308,KS,1920,25,55,0.45454545454545453
309,La Habana,1930,2,57,0.03508771929824561
310,IN,1930,15,57,0.2631578947368421
311,TX,1930,65,57,1.1403508771929824
312,LA,1930,17,57,0.2982456140350877
313,KS,1930,15,57,0.2631578947368421
314,WI,1930,16,57,0.2807017543859649
315,TN,1930,27,57,0.47368421052631576
316,IL,1930,89,57,1.5614035087719298
317,AL,1930,30,57,0.5263157894736842
318,DC,1930,4,57,0.07017543859649122
319,KY,1930,16,57,0.2807017543859649
320,MS,1930,22,57,0.38596491228070173
321,MD,1930,15,57,0.2631578947368421
322,SD,1930,4,57,0.07017543859649122
323,SC,1930,16,57,0.2807017543859649
324,RI,1930,2,57,0.03508771929824561
325,AZ,1930,2,57,0.03508771929824561
326,QC,1930,2,57,0.03508771929824561
327,PA,1930,80,57,1.4035087719298245
328,AR,1930,16,57,0.2807017543859649
329,OR,1930,6,57,0.10526315789473684
330,ON,1930,3,57,0.05263157894736842
331,OK,1930,21,57,0.3684210526315789
332,OH,1930,48,57,0.8421052631578947
333,NY,1930,63,57,1.105263157894737
334,NM,1930,1,57,0.017543859649122806
335,NJ,1930,28,57,0.49122807017543857
336,NH,1930,3,57,0.05263157894736842
337,NE,1930,5,57,0.08771929824561403
338,Sinaloa,1930,1,57,0.017543859649122806
339,ME,1930,4,57,0.07017543859649122
340,MI,1930,11,57,0.19298245614035087
341,CT,1930,7,57,0.12280701754385964
342,MN,1930,6,57,0.10526315789473684
343,VA,1930,19,57,0.3333333333333333
344,MO,1930,48,57,0.8421052631578947
345,MA,1930,50,57,0.8771929824561403
346,WA,1930,6,57,0.10526315789473684
347,CO,1930,6,57,0.10526315789473684
348,Matanzas,1930,1,57,0.017543859649122806
349,Sonora,1930,1,57,0.017543859649122806
350,CA,1930,103,57,1.8070175438596492
351,NC,1930,60,57,1.0526315789473684
352,ND,1930,2,57,0.03508771929824561
353,SK,1930,1,57,0.017543859649122806
354,DE,1930,2,57,0.03508771929824561
355,VT,1930,1,57,0.017543859649122806
356,GA,1930,27,57,0.47368421052631576
357,ID,1930,1,57,0.017543859649122806
358,FL,1930,6,57,0.10526315789473684
359,IA,1930,19,57,0.3333333333333333
360,WV,1930,7,57,0.12280701754385964
361,UT,1930,4,57,0.07017543859649122
362,WY,1930,1,57,0.017543859649122806
363,AB,1930,1,57,0.017543859649122806
364,Distrito Federal,1930,1,57,0.017543859649122806
365,HI,1930,2,57,0.03508771929824561
366,CA,1940,95,64,1.484375
367,ON,1940,6,64,0.09375
368,CO,1940,3,64,0.046875
369,AR,1940,21,64,0.328125
370,MT,1940,1,64,0.015625
371,VA,1940,23,64,0.359375
372,VT,1940,2,64,0.03125
373,MS,1940,11,64,0.171875
374,WI,1940,20,64,0.3125
375,Monagas,1940,1,64,0.015625
376,NB,1940,1,64,0.015625
377,KY,1940,12,64,0.1875
378,IA,1940,11,64,0.171875
379,GA,1940,21,64,0.328125
380,SK,1940,2,64,0.03125
381,Glasgow,1940,1,64,0.015625
382,WV,1940,8,64,0.125
383,MO,1940,53,64,0.828125
384,RI,1940,2,64,0.03125
385,MA,1940,34,64,0.53125
386,MB,1940,1,64,0.015625
387,MD,1940,13,64,0.203125
388,Camaguey,1940,2,64,0.03125
389,AL,1940,33,64,0.515625
390,ME,1940,2,64,0.03125
391,QC,1940,4,64,0.0625
392,MI,1940,35,64,0.546875
393,CT,1940,9,64,0.140625
394,La Habana,1940,11,64,0.171875
395,MN,1940,10,64,0.15625
396,AZ,1940,5,64,0.078125
397,WA,1940,18,64,0.28125
398,TN,1940,25,64,0.390625
399,NC,1940,57,64,0.890625
400,SC,1940,17,64,0.265625
401,LA,1940,19,64,0.296875
402,ND,1940,1,64,0.015625
403,Las Villas,1940,1,64,0.015625
404,Jalisco,1940,1,64,0.015625
405,IN,1940,24,64,0.375
406,Santiago de Cuba,1940,1,64,0.015625
407,AB,1940,1,64,0.015625
408,OR,1940,10,64,0.15625
409,Novara,1940,1,64,0.015625
410,TX,1940,56,64,0.875
411,NM,1940,5,64,0.078125
412,Veracruz,1940,1,64,0.015625
413,UT,1940,3,64,0.046875
414,OH,1940,56,64,0.875
415,NJ,1940,37,64,0.578125
416,NY,1940,78,64,1.21875
417,DC,1940,4,64,0.0625
418,IL,1940,83,64,1.296875
419,ID,1940,1,64,0.015625
420,DE,1940,1,64,0.015625
421,OK,1940,32,64,0.5
422,NE,1940,10,64,0.15625
423,NH,1940,2,64,0.03125
424,SD,1940,4,64,0.0625
425,PA,1940,125,64,1.953125
426,FL,1940,5,64,0.078125
427,Dodescanese Isl.,1940,1,64,0.015625
428,KS,1940,20,64,0.3125
429,Silesian,1940,1,64,0.015625
430,Distrito Federal,1950,2,72,0.027777777777777776
431,NY,1950,77,72,1.0694444444444444
432,Veracruz,1950,1,72,0.013888888888888888
433,OR,1950,7,72,0.09722222222222222
434,MN,1950,11,72,0.1527777777777778
435,OK,1950,22,72,0.3055555555555556
436,FL,1950,11,72,0.1527777777777778
437,OH,1950,56,72,0.7777777777777778
438,Nuevo Leon,1950,1,72,0.013888888888888888
439,CT,1950,8,72,0.1111111111111111
440,WA,1950,10,72,0.1388888888888889
441,MI,1950,45,72,0.625
442,QC,1950,1,72,0.013888888888888888
443,ME,1950,1,72,0.013888888888888888
444,MD,1950,19,72,0.2638888888888889
445,Canal Zone,1950,2,72,0.027777777777777776
446,MA,1950,21,72,0.2916666666666667
447,Sinaloa,1950,1,72,0.013888888888888888
448,CO,1950,2,72,0.027777777777777776
449,AZ,1950,3,72,0.041666666666666664
450,ND,1950,2,72,0.027777777777777776
451,NC,1950,36,72,0.5
452,NE,1950,9,72,0.125
453,GA,1950,25,72,0.3472222222222222
454,NB,1950,1,72,0.013888888888888888
455,PA,1950,79,72,1.0972222222222223
456,RI,1950,5,72,0.06944444444444445
457,CA,1950,100,72,1.3888888888888888
458,Villa Clara,1950,1,72,0.013888888888888888
459,VA,1950,24,72,0.3333333333333333
460,Monte Cristi,1950,1,72,0.013888888888888888
461,Sonora,1950,1,72,0.013888888888888888
462,NH,1950,2,72,0.027777777777777776
463,NJ,1950,36,72,0.5
464,Pinar del Rio,1950,1,72,0.013888888888888888
465,St. Croix,1950,1,72,0.013888888888888888
466,Matanzas,1950,1,72,0.013888888888888888
467,AB,1950,2,72,0.027777777777777776
468,San Cristobal,1950,1,72,0.013888888888888888
469,MT,1950,2,72,0.027777777777777776
470,Zulia,1950,3,72,0.041666666666666664
471,UT,1950,1,72,0.013888888888888888
472,San Luis Potosi,1950,1,72,0.013888888888888888
473,Santiago de Cuba,1950,1,72,0.013888888888888888
474,Olomouc,1950,1,72,0.013888888888888888
475,MO,1950,53,72,0.7361111111111112
476,WV,1950,12,72,0.16666666666666666
477,BC,1950,2,72,0.027777777777777776
478,MS,1950,15,72,0.20833333333333334
479,ON,1950,5,72,0.06944444444444445
480,SC,1950,15,72,0.20833333333333334
481,LA,1950,18,72,0.25
482,AL,1950,33,72,0.4583333333333333
483,SD,1950,2,72,0.027777777777777776
484,La Habana,1950,19,72,0.2638888888888889
485,Tamaulipas,1950,2,72,0.027777777777777776
486,Colon,1950,3,72,0.041666666666666664
487,SK,1950,1,72,0.013888888888888888
488,KY,1950,9,72,0.125
489,KS,1950,13,72,0.18055555555555555
490,TN,1950,22,72,0.3055555555555556
491,TX,1950,34,72,0.4722222222222222
492,WY,1950,1,72,0.013888888888888888
493,DE,1950,3,72,0.041666666666666664
494,IA,1950,12,72,0.16666666666666666
495,WI,1950,19,72,0.2638888888888889
496,IL,1950,67,72,0.9305555555555556
497,ID,1950,6,72,0.08333333333333333
498,DC,1950,3,72,0.041666666666666664
499,IN,1950,15,72,0.20833333333333334
500,VT,1950,1,72,0.013888888888888888
501,AR,1950,16,72,0.2222222222222222
502,NC,1960,36,91,0.3956043956043956
503,HI,1960,1,91,0.01098901098901099
504,NY,1960,70,91,0.7692307692307693
505,Nuevo Leon,1960,2,91,0.02197802197802198
506,Holguin,1960,1,91,0.01098901098901099
507,PE,1960,1,91,0.01098901098901099
508,MO,1960,39,91,0.42857142857142855
509,Colon,1960,7,91,0.07692307692307693
510,AZ,1960,6,91,0.06593406593406594
511,NV,1960,2,91,0.02197802197802198
512,WI,1960,19,91,0.2087912087912088
513,MN,1960,9,91,0.0989010989010989
514,GA,1960,17,91,0.18681318681318682
515,IL,1960,60,91,0.6593406593406593
516,Cienfuegos,1960,2,91,0.02197802197802198
517,Santiago,1960,2,91,0.02197802197802198
518,LA,1960,22,91,0.24175824175824176
519,WY,1960,1,91,0.01098901098901099
520,DE,1960,5,91,0.054945054945054944
521,CO,1960,6,91,0.06593406593406594
522,Sonora,1960,1,91,0.01098901098901099
523,Miranda,1960,1,91,0.01098901098901099
524,AR,1960,19,91,0.2087912087912088
525,DC,1960,10,91,0.10989010989010989
526,Pinar del Rio,1960,3,91,0.03296703296703297
527,St. Croix,1960,2,91,0.02197802197802198
528,Mayabeque,1960,1,91,0.01098901098901099
529,Matanzas,1960,4,91,0.04395604395604396
530,Monte Cristi,1960,3,91,0.03296703296703297
531,San Cristobal,1960,2,91,0.02197802197802198
532,BC,1960,1,91,0.01098901098901099
533,Valverde,1960,1,91,0.01098901098901099
534,Panama,1960,3,91,0.03296703296703297
535,OR,1960,6,91,0.06593406593406594
536,Distrito Nacional,1960,3,91,0.03296703296703297
537,St. Thomas,1960,2,91,0.02197802197802198
538,TX,1960,46,91,0.5054945054945055
539,NJ,1960,33,91,0.3626373626373626
540,MT,1960,2,91,0.02197802197802198
541,TN,1960,21,91,0.23076923076923078
542,Coahuila,1960,1,91,0.01098901098901099
543,CA,1960,189,91,2.076923076923077
544,KY,1960,15,91,0.16483516483516483
545,MS,1960,15,91,0.16483516483516483
546,SC,1960,12,91,0.13186813186813187
547,WV,1960,11,91,0.12087912087912088
548,Villa Clara,1960,1,91,0.01098901098901099
549,La Habana,1960,11,91,0.12087912087912088
550,IN,1960,21,91,0.23076923076923078
551,Canal Zone,1960,1,91,0.01098901098901099
552,Camaguey,1960,1,91,0.01098901098901099
553,NM,1960,1,91,0.01098901098901099
554,PA,1960,69,91,0.7582417582417582
555,IA,1960,19,91,0.2087912087912088
556,Baja California Sur,1960,1,91,0.01098901098901099
557,Bocas del Toro,1960,1,91,0.01098901098901099
558,VA,1960,18,91,0.1978021978021978
559,MD,1960,14,91,0.15384615384615385
560,OK,1960,27,91,0.2967032967032967
561,El Seibo,1960,2,91,0.02197802197802198
562,Falcon,1960,2,91,0.02197802197802198
563,Distrito Federal,1960,4,91,0.04395604395604396
564,CT,1960,14,91,0.15384615384615385
565,NH,1960,1,91,0.01098901098901099
566,MA,1960,30,91,0.32967032967032966
567,Carabobo,1960,1,91,0.01098901098901099
568,San Pedro de Macoris,1960,8,91,0.08791208791208792
569,AL,1960,30,91,0.32967032967032966
570,Zulia,1960,2,91,0.02197802197802198
571,SK,1960,1,91,0.01098901098901099
572,VT,1960,1,91,0.01098901098901099
573,ON,1960,10,91,0.10989010989010989
574,NE,1960,8,91,0.08791208791208792
575,Chihuahua,1960,1,91,0.01098901098901099
576,MI,1960,45,91,0.4945054945054945
577,OH,1960,65,91,0.7142857142857143
578,Baja California,1960,1,91,0.01098901098901099
579,ND,1960,1,91,0.01098901098901099
580,ID,1960,3,91,0.03296703296703297
581,SD,1960,2,91,0.02197802197802198
582,Suffolk,1960,1,91,0.01098901098901099
583,RI,1960,5,91,0.054945054945054944
584,UT,1960,5,91,0.054945054945054944
585,WA,1960,15,91,0.16483516483516483
586,QC,1960,6,91,0.06593406593406594
587,FL,1960,26,91,0.2857142857142857
588,Yamanashi,1960,1,91,0.01098901098901099
589,ME,1960,3,91,0.03296703296703297
590,Cheshire,1960,1,91,0.01098901098901099
591,Duarte,1960,1,91,0.01098901098901099
592,KS,1960,16,91,0.17582417582417584
593,DE,1970,2,92,0.021739130434782608
594,NJ,1970,29,92,0.31521739130434784
595,DC,1970,3,92,0.03260869565217391
596,BC,1970,3,92,0.03260869565217391
597,Barahona,1970,1,92,0.010869565217391304
598,Monte Cristi,1970,1,92,0.010869565217391304
599,Baja California Sur,1970,1,92,0.010869565217391304
600,Monagas,1970,1,92,0.010869565217391304
601,Peravia,1970,2,92,0.021739130434782608
602,Jalisco,1970,1,92,0.010869565217391304
603,Sinaloa,1970,3,92,0.03260869565217391
604,NH,1970,2,92,0.021739130434782608
605,Distrito Nacional,1970,6,92,0.06521739130434782
606,IN,1970,24,92,0.2608695652173913
607,NC,1970,21,92,0.22826086956521738
608,ND,1970,2,92,0.021739130434782608
609,Bolivar,1970,1,92,0.010869565217391304
610,NM,1970,2,92,0.021739130434782608
611,PA,1970,59,92,0.6413043478260869
612,KS,1970,15,92,0.16304347826086957
613,NV,1970,1,92,0.010869565217391304
614,Colon,1970,2,92,0.021739130434782608
615,WY,1970,3,92,0.03260869565217391
616,NE,1970,3,92,0.03260869565217391
617,IA,1970,11,92,0.11956521739130435
618,VA,1970,32,92,0.34782608695652173
619,GA,1970,18,92,0.1956521739130435
620,KY,1970,14,92,0.15217391304347827
621,AK,1970,1,92,0.010869565217391304
622,WI,1970,19,92,0.20652173913043478
623,CA,1970,272,92,2.9565217391304346
624,Okinawa,1970,1,92,0.010869565217391304
625,San Luis Potosi,1970,1,92,0.010869565217391304
626,Espaillat,1970,1,92,0.010869565217391304
627,Sonora,1970,5,92,0.05434782608695652
628,Chihuahua,1970,1,92,0.010869565217391304
629,NY,1970,58,92,0.6304347826086957
630,MN,1970,21,92,0.22826086956521738
631,Anzoategui,1970,2,92,0.021739130434782608
632,FL,1970,35,92,0.3804347826086957
633,La Habana,1970,1,92,0.010869565217391304
634,Sucre,1970,1,92,0.010869565217391304
635,HI,1970,7,92,0.07608695652173914
636,OH,1970,52,92,0.5652173913043478
637,CT,1970,7,92,0.07608695652173914
638,Chiriqui,1970,1,92,0.010869565217391304
639,TX,1970,70,92,0.7608695652173914
640,ME,1970,7,92,0.07608695652173914
641,La Romana,1970,2,92,0.021739130434782608
642,VT,1970,1,92,0.010869565217391304
643,Camaguey,1970,1,92,0.010869565217391304
644,La Vega,1970,3,92,0.03260869565217391
645,WA,1970,22,92,0.2391304347826087
646,ID,1970,1,92,0.010869565217391304
647,RI,1970,3,92,0.03260869565217391
648,AL,1970,32,92,0.34782608695652173
649,San Pedro de Macoris,1970,9,92,0.09782608695652174
650,Lara,1970,1,92,0.010869565217391304
651,MA,1970,23,92,0.25
652,Aragua,1970,2,92,0.021739130434782608
653,AR,1970,9,92,0.09782608695652174
654,Distrito Federal,1970,1,92,0.010869565217391304
